   rho (g/cm^3)        P (Mbar)
+1.32280000e+00 +9.83171000e-01
+3.30135000e+00 +6.28819000e+00
+6.64400000e+00 +2.73745000e+01
+1.33711000e+01 +1.06421000e+02
+3.33706000e+01 +6.80650000e+02
+6.94400000e+01 +2.86679000e+03
