     T_init (K)  V_init (cm^3/mol)         P (GPa)    deltaP (GPa)      u_p (km/s)  delta u_p (km/s)    V (cm^3/mol)  deltaV (cm^3/mol)  E - Einit (kJ/mol)  delta (E - Einit)
+4.25000000e+00 +3.21000000e+01    +1.38000000e+01 +2.00000000e-01 +8.79000000e+00 +6.00000000e-02   +9.79000000e+00 +6.00000000e-02     155                 2                
+1.20000000e+04 +9.79000000e+00    +5.58000000e+01 +4.70000000e+00 +2.38000000e+00 +1.50000000e-01   +5.87000000e+00 +7.10000000e-01     291                 17               
